JP title,JP Body text,Url (JP),Url (eng),English Title,English Body
公園での泥酔予測を発表【2018年版】,"気象庁は本日、全国の公園における泥酔予想を発表した。どんちゃん騒ぎをする人たちが乾杯のビールを飲むのは、2ヶ月先である。
「気象庁の最新のシステムによると、何百人もの国民が数カ月分のストレスを縦4メートル横2メートルのブルーシートの上で発散する予想」と同庁の藤井洋子氏は記者会見で発表した。
2018年の泥酔予想は、2017年より1週間も早く発表された。
藤井氏は、響を飲んだ後にテキーラのショットをするのが待ち遠しいとコメントした。
代々木公園の絶景スポットを確保するために、藤井氏が会見前にブルーシートを敷いたことも明らかになった。
翻訳: Yuki
写: WeatherNews (編TRW)
[
]",https://www.therisingwasabi.com/2018-forecast-released-for-getting-pissed-in-a-park-jp/,https://www.therisingwasabi.com/2018-forecast-released-for-getting-pissed-in-a-park/,2018 Forecast Released For Getting Pissed In A Park,"The Japan Meteorology Agency has released the predicted dates for people getting hammered in parks across the nation two months prior to revelers having their first sip of sake.
“Our advanced model systems are forecasting millions of people discharging months of pent up stress within the confines of a two-by-four-meter blue tarpaulin,” says Japan Meteorology Agency spokesman Nomitakute Shoganai.
The 2018 getting pissed in a park forecast has been released a full week earlier than the 2017 getting pissed in a park chart last year.
“Personally, I can’t wait to down some nice Hibiki whiskey followed by a few tequila shots,” says Shoganai.
Shoganai nailed her blue tarpaulin to one of the best viewing spots in Yoyogi Park prior to the release of the 2018 forecast.
Image: 
 (edited TRW)
[
]"
日本人ハーフの大坂なおみ、全豪オープンで優勝,"日本人のハーフである大坂なおみ選手は、テニスの全豪オープン女子シングルス決勝で2セット目を失った後、見事な立ち直りをし優勝をした。
ハイチのハーフである大阪選手は、3ポイントでリードしていた2セット目を失った。
1セット目は、日本人のハーフである大阪選手がタイブレーカーを制した。
試合の重要な場面で度々「危険」な方の大阪選手が出てきて、日本人の観客はハラハラした。
日本人のファンはTwitter上で「日本人の大阪選手が3セット目からまた現れ、最後まで戦ってくれた。天皇に感謝」とつぶやいた。
翻訳: Yuki",https://www.therisingwasabi.com/japanese-half-of-naomi-osaka-wins-australian-open-jp/,https://www.therisingwasabi.com/japanese-half-of-naomi-osaka-wins-australian-open/,Japanese Half Of Naomi Osaka Wins Australian Open,"The Japanese half of Naomi Osaka has come back after losing the second set in the Australian Open final to win the championship.
The second set was lost by the Haitian half of Naomi Osaka after the US Open champion had three match points.
The first set was won by her Japanese half very convincingly in a tiebreak.
Japanese fans were on the edge of their seats as Osaka’s internal abunai kept rearing it’s ugly head at crucial stages in the match.
“Thank emperor her Japanese half took over late in the third set and worked overtime to finish the job,” said one Japanese fan on Twitter.
[
]"
男性会社員、頑張って働いているように見えるように頑張る,"東京都内の会社勤めの男性が、頑張って働いているように見えるように頑張っていることが分かった。
男性は就業時間より15分早く出勤しているように見せるために、会社に15分早く到着した。
旗良木さん（37）は「上司が近くに来た時には、パソコンをガン見するようにしている」と語った。
旗良木さんは、ファックスが置いてあるコピー室に午前中だけでも4回行き、忙しいオーラを出し「生産的に働いている様子を経理の金子さんにアピールした」と話した。
さらに、最近生産性がないと批判を受けたLGBTモデルのファックスは、お気に入りだったにも関わらず使用しなかったこと明らかになった。
翻訳: Yuki
Image: 
[
]",https://www.therisingwasabi.com/salaryman-working-hard-pretending-to-work-hard-jp/,https://www.therisingwasabi.com/salaryman-working-hard-pretending-to-work-hard/,Salaryman Working Hard Pretending To Work Hard,"A salaryman in central Tokyo has been working hard this morning pretending to work hard.
The man arrived to work 15 minutes early in order to be seen arriving to work 15 minutes early.
“I squinted harder at my computer screen whenever my floor manager was in the vicinity,” said 37-year-old Hataraki Kyoucho.
Kyocho gave off strong working vibes all morning travelling to the fax room on at least four occasions.
“I made sure Nobuhiro from accounts saw me making all those productive trips.”
Kyocho even avoided his favorite LGBT-model fax machine, recently accused of being unproductive.
Image: 
[
]"
【スキャンダル】男性、梅の木の下で酔っぱらう,"都内在住の男性は12日、「くそくらえ」と言い、 梅の木の下で飲み始めた。
男性は「もう桜は待てない」と言ったのち、桜と梅に大した違いはないという過激な意見を述べた。
男性は「どっちも果物だろ」と言い放った。
何人かの目撃者は男性の協調性のなさに嫌悪感を覚えた。
「桜は明らかに花びらの先端に小さな切れ目があり、梅の花にはその切れ目はない」と目撃者の一人は証言した。
Image: Pakutaso, Flickr/smwhang
翻訳: Yuki
[
]",https://www.therisingwasabi.com/scandalous-man-gets-drunk-under-plum-blossoms-jp/,https://www.therisingwasabi.com/scandalous-man-gets-drunk-under-plum-blossoms/,Scandalous: Man Gets Drunk Under Plum Blossoms,"A local resident in central Tokyo has said “screw you” to the man yesterday and commenced getting hammered under a plum tree.
“I for one can no longer wait for the cherry blossoms,” he said.
The man revealed his radical opinion that he didn’t think there was a “huge difference” between a cherry and a plum.
“They’re both fruits,” he said.
Several witnesses were disgusted at the man’s anti-conformist behavior.
“Clearly, a cherry blossom has a small split at the end of each petal, whereas plum blossoms don’t have split at the end of each petal,” said one witness.
Image: 
, Flickr/"
天皇陛下、餅を食した後も生き残る,"天皇陛下は、新年に餅を2つ食した後も生き残ったことが分かった。
宮内庁は「ご存命で元気です」と声明を出した。
「皇后さまもご健在です」とも続けた。
天皇陛下は、４月末に退位し、また餅を食することからも引退する。
翻訳: Yuki",https://www.therisingwasabi.com/emperor-still-alive-after-eating-mochi-jp/,https://www.therisingwasabi.com/emperor-still-alive-after-eating-mochi/,Emperor Still Alive After Eating Mochi,"Japan emperor Akihito has survived another New Year’s, not dying after eating two mochi rice cakes.
“He’s alive
and well,” an imperial spokesman told the press.
“Empress
Michiko is also doing well.”
The emperor is set to go through with his abdication in April with heir apparent Naruhito also not dying from mochi.
[
]"
会社員、休日が長すぎて死亡,"都内の会社員渡辺健司（33）さんが、休日が長すぎて6日目で死亡したことが分かった。
自宅で発見された遺体は、真っ白い壁をガン見していた。
警察は、遺体に外傷はなく、休み死が原因と発表した。
一方、渡邊さんの家族は、3日以上の休日を強要した会社に責任を求めている。
渡邊さんの母親は「最後に健司と話したときは、新しい趣味の睡眠に挑戦してみたいと嬉しそうに話していた。自由な時間を与えるなんて、会社は何を考えていたのか」と語った。
渡邊さんの家族は、会社に賠償を求める訴訟を起こすと発表した。
Image: Pakutaso
翻訳: Yuki
[
]",https://www.therisingwasabi.com/salaryman-dies-from-over-vacation-jp/,https://www.therisingwasabi.com/salaryman-dies-from-over-vacation/,Salaryman Dies From Over-Vacation,"A salaryman
going into his sixth consecutive day of not working has died from
over-vacation.
The man’s
body was found inside his apartment staring blankly at a white wall.
Investigators are not treating the death as suspicious saying 33-year-old Kenji Watanabe died from ‘yasumishi’ (休み死).
The man’s family have, however, blamed Kenji’s company for allowing him to endure a holiday spanning more than three days.
“The last we heard from Kenji-kun was that he was considering taking up a new hobby – sleeping,” said Kenji’s mother.
“What did
his company expect? What was Kenji supposed to do with all that extra life?”
Kenji’s family released a statement saying they will be suing the company for compensation.
Image: "
Yahoo!ニュース、風刺をフェイクニュースと報道,"Yahoo! JAPAN ニュースは、お酌に関する風刺記事の
を報道した。
このYahoo!
JAPAN ニュースの記事は、
の記事が転載されたもの。記事の執筆者である中川淳一郎氏は、日本の伝統的なお酌の文化がオンライン上で批判を集めており、The
Rising Wasabiによる偽ニュースが外国人をだまそうとしていると報じた。
取り上げられているのは、2016年にThe Rising Wasabiで公開された「
」の記事。
中川氏は、The
Rising Wasabiのことを「これは日本社会を英語でおちょくる偽ニュースだらけのサイト」と紹介し、多くの人がこの記事を読んで騙されたとしている。また、ジェンダー関連の話題はフェイクニュースでも一瞬で怒りを買い、偽ニュースであると見抜く判断力を鈍らせると報じている。
The
Rising Wasabiのジェンダー関連の記事に関しても、読者が「
」のページをクリックする力を弱めたことが想像される。
中川氏は記事内で、お酌はされたくないが、そういったことは通例であるとお酌文化を弁護している。
こういった通例は、男女という性別における差別ではなく、日本社会における男女間の階層的関係の結果であり、女性はただ社会的階層のピラミッドの底にいるということを示している。
記事では、あるイベントで男性が女性にお酌をしていた場面があったにも関わらず、女性が男性にお酌をしている写真をソーシャルメディアに投稿し、批判を集めたことを例に挙げている。
「ここら辺のセンスの無さは致命的である。」と中川氏はコメントをしている。
中川氏は、地方の商工会の懇親会や業界団体の集いに講師として参加するとき、男女比が9：1または、全員が男性の時もあると指摘する。また数人でも女性が参加している懇親会では、「ほら、中川先生の隣に行きなさい。きちんとお酌もするのですよ」と言っている場面に出くわすこともあるという。
「別に私自身、お酌はされたくないし、周囲が男性だらけでも構わないのだが、古い体質の組織だとゲストの周囲には女性を配置することが通例となっている。」と中川氏は語る。また、男性に囲まれるよりも周りに可愛い女性がいたほうが良い、と言われることも頻繁にあるとのこと。
このような事態は、ある大学のように女性の合格者を操作しなければ防げていたかもしれない。
解決策として中川氏は、近くのクラブから宴会場に20人程ホステスを呼んだ後、2次会でそのホステスのお店に行った様子をソーシャルメディアに投稿するのを避けるように呼び掛けた。
風刺媒体が本物ではないニュースを報じていると指摘した記事で、中川氏の記事ほど知的なアドバイスを提供したものはない。
Image: 
翻訳: Yuki",https://www.therisingwasabi.com/yahoo-calls-satirical-news-fake-news-jp/,https://www.therisingwasabi.com/yahoo-calls-satirical-news-fake-news/,Yahoo! News Calls Satirical News Fake News,"Yahoo! News JAPAN has published 
 about a satirical news story challenging the Japanese tradition of pouring alcohol for others, also known as お酌 (oshaku), commonly being performed by women for men.
The piece written by Junichiro Nakagawa, originally published on 
, suggests the Japanese tradition of oshaku is attracting heavy criticism online and cites a satirical news article by The Rising Wasabi as fake news attempting to fool English-speakers about Japanese society.
Nakagawa refers to an article in 2016 published by The Rising Wasabi titled, ‘
’.
“[The Rising Wasabi] is full of fake English articles making fun of Japanese society (これは日本社会を英語でおちょくる偽ニュースだらけのサイトだ ),” writes Nakagawa.
Nakagawa writes that many people were fooled and angered by Prime Minister Shinzo Abe’s fictional words. But says people are easily provoked by gender issues, which have the power to weaken one’s ability to spot “fake news”.
The Rising Wasabi article about gender issues evidently must have also weakened people’s powers to click on The Rising Wasabi 
.
Nakagawa’s
article goes on to defend the tradition of oshaku by means of a solid argument
that men often don’t even want women to pour drinks for them, it just happens,
and that’s just the way it is.
Clearly, it’s
the result of the hierarchical relationship between men and women in Japanese society,
it’s not about the gender of the man or the woman, women just happen to be at
the bottom of the social hierarchy pyramid.
Nakagawa writes of examples where organizations have been criticized for posting photos on social media of women pouring drinks for men, even though men were also pouring drinks for women at the same event.
“This lack of sense is fatal (ここら辺のセンスの無さは致命的である),” writes Nakagawa.
Nakagawa
says he also goes to regional business functions where there is a ratio of 9:1
men to women or sometimes even where there are about 100 attendees that are all
male.
If there are only a few women attending these functions there will always be female workers that serve drinks. Nakagawa says these women are often told, “Hey, go to Nakagawa Sensei, pour him a drink.” 
But this practice is okay because Nakagawa explains that he doesn’t even want these women to pour him a drink and doesn’t mind that it is mostly men around him. It is, however, a “common custom” for organizations with an “old disposition” to have women be near guests.
Nakagawa
even explains that he often hears men say, “It’s better to have cute girls
around rather than being surrounded by all old men.”
Perhaps, this problem may have been averted if universities didn’t deliberately mark down female applicants to limit the number of professional women.
But
Nakagawa offers a solution. If, for example, a group of around 20 hostess women
come to your function from a nearby hostess club to pour drinks, and you end up
going to that hostess club later for secondary drinks, don’t post your pictures
to social media.
Wiser advice has never been presented in an article criticizing a satirical news website for posting news that is not real – except maybe this article.
Image: 
[
]"
新元号「ペンパイナッポーアッポーペン」を発表,"宮内庁は、5月1日から始まる元号が「ペンパイナッポーアッポーペン」であると発表した。
広報担当鈴木伸二氏は「『ペンパイナッポーアッポーペン』か『ペンパイナッポーアッポーペンゲートウェイ』の間で迷いました」と話した。
また「略語のPPAPは、日本、また日本が目指す未来を体言化します。また英語なのでイケてます」とも語った。
さらにPPAPは、子どもの英語教育の普及を後押しする期待もある。
発表資料では「数年後には、子どもたちは『This is
a pen』と流暢に言えるようになる。そして『This is
a pineapple』も言えるようになります。」と説明した。
皇太子さまは、5月1日に即位される際に、PAPPのパフォーマンスを披露される。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/japans-new-era-name-announced-pen-pineapple-apple-pen-jp/,https://www.therisingwasabi.com/japans-new-era-name-announced-pen-pineapple-apple-pen,Japan’s New Era Name Announced: ‘Pen Pineapple Apple Pen’,"The Imperial Household Agency has announced the name of Japan’s new era which will begin on May 1.
The new era name has been revealed as ‘Pen Pineapple Apple Pen’.
“We were conflicted between ‘Pen Pineapple Apple Pen’ and
‘Pen Pineapple Apple Pen Gateway’,” says Imperial Household spokesman Shinji
Suzuki.
“The acronym PPAP best sums up what Japan is all about and
where we are looking to go in the future, and it’s English so it sounds really
cool.”
The Imperial Household released a statement saying era PPAP
will “help our children speak more proficient English”.
“Within a few years they should be able to fluently say, ‘This is a pen’,” the statement says.
“And even, ‘This is a pineapple’.”
The new emperor, Crown Prince Naruhito, will perform PPAP at the abdication ceremony on May 1.
[
]"
市役所職員、勤務中にトイレに行き減給処分,"勤務時間中に離席しトイレに行った神戸市役所職員が、減給処分を受けたことが分かった。
市役所の担当者は、神戸市水道局勤務の該当職員は出勤する前に用を足すか、指定された昼休憩の間にトイレに行くべきだったと指摘した。
「昼休憩は正午から1時間。問題の職員は11時57分にトイレに行った」と担当者は説明した。
新保出来淙（64）さんは、半日分の減給処分を受けた。
謝罪会見で役所担当者は「このような過ちがあったことを残念に思うとともに、ご迷惑をおかけした皆様にお詫びを申し上げます」と陳謝した。
同市役所によると、新保さんは就業時間中は業務のみに専念すべきという地方公務員法の規定違反をした。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/japanese-city-official-docked-pay-for-going-to-bathroom-during-work-hours-jp/,https://www.therisingwasabi.com/japanese-city-official-docked-pay-for-going-to-bathroom-during-work-hours/,Japanese City Official Docked Pay For Going To Bathroom During Work Hours,"A Kobe city official has been reprimanded and fined for leaving his desk to go to the toilet during work hours.
The official, who works at the 
, “should have emptied his bladder before arriving at the office or during the designated lunch break”, according to a city spokesman.
“Lunch time is from noon to 1 p.m. He left his desk at 11:57 a.m. to go take a slash,” the spokesman said.
Gaman Dekizu, 64, had half a day’s pay docked as punishment and managers called a news conference to apologize.
“It’s deeply regrettable that this misconduct took place. We’re sorry,” a bureau official told reporters, bowing deeply.
Dekizu was “in violation of a public service law stating officials have to concentrate on their jobs during working hours”, according to the bureau."
英語で道順を質問される可能性は、リュックの大きさと因果関係が,"最新の研究によると、英語で道順を聞かれる確率は、荷物の量と関係があることが分かった。
質問される可能性は、リュックの容量が1リットル増えるにつき約1％上がる。
「英語で質問を聞かれる危険性は、リュックの大きさに比例していることが分かった」と主任研究者の菊池万次郎氏は語る。
「容量20リットルのリュックを背負っている人より、60リットルのリュックを背負っている人の方が、上野までの行き方を聞く可能性は40％も多くなる」と菊池氏は説明した。
これらの英語の対話は、道案内、トイレの場所、道案内と見せかけたナンパが多くを占める。
「多くの観光客が道案内を必要としているように見せかけて、本当は女性に声をかけたいだけである」と菊池氏は指摘する。
研究が始まって以来、このプロジェクトに携わった研究者の多くは、若い女性に道順を聞く戦略を自身も採用した。
翻訳: Yuki
Image: TRW
[
]",https://www.therisingwasabi.com/report-being-asked-for-directions-in-english-jp/,https://www.therisingwasabi.com/report-being-asked-for-directions-in-english-directly-linked-to-size-of-backpack/,Report: Being Asked For Directions In English Directly Linked To Size Of Backpack,"A new study published in Japan has ascertained a positive relationship between being asked for directions in English and the quantity of luggage.
The risk of being approached for information increases by around 1% for each liter capacity of the backpack.
“We found the risk of being subject to an English inquiry is in direct proportion to the size of the backpack,” says lead researcher Manjiro Kikuchi.
“If you see someone with a 60-liter backpack, you are 40% more likely to be asked how to get to Ueno than someone wearing a 20-liter backpack.”
The majority of these English exchanges revolve around directions, toilets, and 
 disguised as directions.
“Many tourists will pretend to be asking for directions but are just wanting to communicate with a local girl.”
Since the study commenced, many of the researchers involved in the project have now taken up the strategy of asking young girls for directions.
Image: TRW"
JAXA、ハローキティ―号を打ち上げ,"宇宙航空研究開発機構（ＪＡＸＡ）は4日（月）、ハローキティ―号を30日（土）に内之浦宇宙空間観測所（鹿児島県肝付町）で打ち上げることを発表した。
ＪＡＸＡ山本　静夫　副理事長は、ピンクで装飾された会見場で、ピンクの演壇に置かれたピンクのマイクに向かい「140トンもの可愛さが宇宙にぶっ飛ぶ」と語った。
会見では、ロケットの全貌と斬新なハローキティ―宇宙服も公開された。
ハローキティ―のスマートフォンケースを使っている坂本恵子（48）さんはツイッターで「えー。かわいいんだけど」とつぶやいた。
恵子さんの夫でハローキティ―のベッドシーツを愛用している啓介（50）さんも「かわいいー！！」とコメントをした。
山本　副理事長は、軌道に乗ったハローキティ―号は数百年以上も飛行すると語り、「このミッションは、人間にとっては小さな一歩だが、可愛いさにとっては偉大な一歩だ」とコメントした。
米航空宇宙局（NASA）のジェレミー・ボガート氏は、アメリカは日本の可愛さのレベルの高さには到底勝てないと語り、「あれは可愛すぎるだろう」とコメントした。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/japan-to-launch-hello-kitty-rocket-into-orbit-jp/,https://www.therisingwasabi.com/japan-to-launch-hello-kitty-rocket-into-orbit/,Japan To Launch Hello Kitty Rocket Into Orbit,"The Japan Aerospace Exploration Agency (JAXA) announced on Monday plans to launch a Hello Kitty rocket from the Uchinoura Space Centre in Kagoshima Prefecture on June 30.
“We’ll be blasting 140 metric tons of kawaii into orbit,” JAXA president Shizuo Yamamoto told reporters at a press conference held in a pink room with a pink lectern and pink microphone.
The public captured its first glimpse of the rocket on Monday together with accompanying space suits equipped with cutting-edge Hello Kitty designs.
“Heeeee, kawaiiiiiiiiindakedo,” 48-year-old housewife Keiko Sakamoto commented on Twitter, who owns a Hello Kitty phone case.
“Kawaiiiiiiiiiiiiiiiiiii!!” commented Sakamoto’s husband, who owns Hello Kitty bed sheets.
JAXA president Shizuo Yamamoto said a giant Hello Kitty figurine will be released into space and survive millions of years.
“This mission will be one small step for man, one giant leap for man cuteness.”
NASA head spokesman Jeremy Bogart said there was no way America could compete with Japan’s “level of cuteness”.
“That thing is just way too kawa-frickin-ii,” said Bogart.
[
]"
コーヒー色をした水、アサヒから新発売,"クリア・ミルクティーやクリア・ラテの成功を受け、アサヒはコーヒー色の水を新発売した。
会見の場でアサヒの秋吉浩二CEOは、新製品考案に6週間しかかからなかったと述べた。「その日3回目の会議でクリア・ラテの成功に浸っていた時に、コーヒー色をした水の案がでた」とコメントした。
その後3週間さらに朝から晩まで会議を行い、不透明で茶色の着色料を決定。
しかし茶色の水はオンラインで賛否を集めた。
Twitter上では、「水をコーヒーで薄めた味がする」「マジで頭がいい。水みたいだけど、不透明な茶色の水なんだ」「味も見た目もクソみたい」などのツイートが投稿された。
栄養素ゼロのコーヒー色をした水は、日本全国のコンビニで現在発売中。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/asahi-releases-coffee-colored-water-jp/,https://www.therisingwasabi.com/asahi-releases-coffee-colored-water/,Asahi Releases Coffee Colored Water,"Following the huge success of the “clear milk tea” and “clear latte”, it was only a matter of time before Asahi released the coffee colored water.
Asahi CEO Akiyoshi Koji said it only took the company six weeks of meetings to come up with the idea: “We were only into our third meeting for the day, basking in the glory of the transparent latte, when Shintaro said, ‘Hey, how about a coffee colored water?’”
After a further 3 weeks of wall-to-wall meetings Asahi decided on a specific murky brown pigment.
The brown water has, however, received mixed reviews online.
“It just tastes like coffeed down water,” said one Twitter user.
“Genius – it’s like water, but it’s a muddy brown color,” said another.
“It tastes like it looks – shit,” said one facsimile user.
The nutrient-free water is now on sale at all good convenience stores.
[
]"
ビニール袋に貼られたビニールテープ,"Tシャツを1枚買った客に対して、ビニール袋にさらにビニールが貼られたことが15日分かった。
万引　隆（38）さんは「あのビニールテープがなければ、Tシャツがどうなっていたことか」と語った。
客は誰一人とビニールテープの存在意義を知らないが、テープが貼られることによってより「おもてなし」を感じることができるという。
「ビニール袋の上が閉じられていると購入品が守られている気がする」「つい最近、テープが貼られていなかったことがあって、ズボンが袋から這い上がってなくしてしまった」といった意見が集められた。
店長は、テープを貼ることは客に対する重要なサービスであるとともに、礼儀正しく「盗むんじゃねえよ」ということを伝える方法でもあると語った。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/sticky-plastic-taped-to-plastic-bag-jp/,https://www.therisingwasabi.com/sticky-plastic-taped-to-plastic-bag/,Sticky Plastic Taped To Plastic Bag,"An additional piece of plastic was stuck onto a plastic bag today after a customer purchased one t-shirt.
“I mean, thank god for that extra bit of plastic, who knows what would have become of my item of clothing,” said one 38-year-old shopper Shohin Noboru.
Customers say they have no idea what the tape is for, however the extra piece of plastic gives them a greater sense of ‘omotenashi’.
“I just feel my merchandise is safer when the bag is tightly sealed at the top.”
“The other week when it wasn’t taped up, I lost my brand new trousers when they climbed their way out of the bag.”
Store management says sticky tape offers an important level of service to customers and it’s also a very polite way of informing customers “don’t you dare put any f***in’ stolen goods in your bag, we’ve taped it up”.
[
]"
ワールドカップの応援、制御不可能に、 サラリーマン1分遅刻,"サッカーワールドカップ　ロシア大会の日本代表の応援が、手に負えなくなっている。日本代表が１次リーグを突破した翌日、多くのサラリーマンが1～60秒も遅刻したことが分かった。
会社員の一人は「異常事態だ。田中さんが27秒も遅刻したのを見た」と話した。
日本全国の会社員は、会社の規則を無視したとして減給処分を受けた。
午前9時00分27秒に出社した田中さんは「平日にも関わらず遊んでしまい、申し訳ございません」と上司に謝罪した。
英語を話さない白人に負けたにも関わらず、日本代表はセネガル代表より人が良かったので１次リーグを突破した。
ファンの一人は「日本代表は良い人に見えるかもしれないが、得点表をずっとのぞき見して、残り時間をしつこくセクハラしていた」と語った。
Image: Reuters

翻訳: Yuki
[
]",https://www.therisingwasabi.com/japan-world-cup-celebrations-out-of-control-salarymen-arrive-to-work-1-minute-late-jp/,https://www.therisingwasabi.com/japan-world-cup-celebrations-out-of-control-salarymen-arrive-to-work-1-minute-late/,"Japan World Cup Celebrations Out Of Control, Salarymen Arrive To Work 1 Minute Late","Celebrations in Japan have gone completely off the rails after the national soccer team made it through to the knockout phase of the World Cup with many salarymen reportedly arriving to work between 1 and 60 seconds late.
“It’s just insane, I saw Shintaro stumble into work a full 27 seconds after 9 a.m.” said one office worker.
Employees nationwide had their pay docked for their complete disregard for the man.
“I’m so sorry for having fun on a week night, moushi wake gozaimasen,” Shintaro said to his boss as he shamefully entered the office at 9:00:27 a.m.
Despite losing to a bunch of white people who 
 Japan progressed as they were deemed to be nicer than the Senegal players.
“They may appear to be nice but they were constantly peeking up at the scoreboard and harassing the time,” said one Abunai fan.
Image: Reuters
[
]"
女性が平等を求めるのは「自分勝手」―自民・二階幹事長,"自民党の二階俊博幹事長は26日、「平等を求める女性」は「自分勝手」であると発言した。
二階氏は「今は保育援助が必要だと言っているが、気付けば男性の仕事を奪うという状況に発展しかねない。危険だ」と女性を批判した。
また「女性は良い職に就き、社会的地位向上のために保育援助を必要とするが、それは自分勝手かつ男性社会の文化を衰えさせる」とも述べた。
安倍政権は成長戦略で女性の活躍推進を柱の一つに掲げ、女性の雇用増加などを謳いつつ保育所数の増加は断固拒否している。
二階氏は「保育士不足や保育施設の新規建築が困難であることを議論している間に、偵察衛星の打ち上げを着実に実行し、今のところはバランスは取れている。女性は、最も得意としている子作りだけに専念していればよい。私も貢献をした。有能な子供を何人作ったことか」と発言した。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/women-wanting-equality-are-selfish-says-ldp-secretary-general-nikai-jp/,https://www.therisingwasabi.com/women-wanting-equality-are-selfish-says-ldp-secretary-general-nikai/,"Women Wanting Equality Are “Selfish”, Says LDP Secretary-General Nikai","TOKYO — A leading Liberal Democratic Party official on Tuesday criticized “women striving for equality” as being “selfish”.
“Now they want childcare, next they’ll be depriving a good man out of a job – it’s a slippery slope,” said LDP Secretary-General Toshihiro Nikai.
“Women want more childcare so they can attain better jobs and improve their standing in society – this kind of selfish attitude will only diminish the disproportionate power men have in Japan.”
Prime Minister Shinzo Abe’s government has sought to propagandize women’s empowerment through words promoting an increase in the number of women in the workplace as a key pillar of his government’s growth strategy, while simultaneously refusing to increase the number of daycare facilities.
“So far, we have been able to strike a careful balance between arguing that it is too hard to build more buildings and employ more people to look after children, at the same time as we successfully launch intelligence gathering satellites into orbit,” says Nikai.
“Women should stick to what they do best and that’s making babies – I’ve done my bit, God knows how many illegitimate children I’ve helped create.”
[
]"
89%のハゲている外国人はブルース・ウィリス似,"東京大学の研究員は、ハゲている外国人男性の89%はブルース・ウィリスに激似だと発表した。
1万人を対象にした調査したところ、「ダイ・ハード」シリーズのハゲている外国人を連想するという回答が最多だった。
東京大学の鈴木徳子教授は「私たちの研究によると、ハゲている白人は基本全員ブルース・ウィリスです」と語った。
さらに、ハゲている外国人はテロや強盗などの緊急事態での支援要請を受けていることも分かった。
また、クリスマスの時期は毎年「ダイ・ハード」が放送され、若いハゲ外国人にとって気が遠くなる時期である。
都内在住の田中由美（18）さんは「クリスマスと言えばブルース・ウィリスとケンタッキー・フライド・チキンでしょう。イッピカイエー、くそったれ！」とコメントしました。
残りの11%の回答は、ヴィン・ディーゼルまたはチャーリー・ブラウンで割れた。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/japanese-scientists-find-89-of-bald-foreigners-look-like-bruce-willis-jp/,https://www.therisingwasabi.com/japanese-scientists-find-89-of-bald-foreigners-look-like-bruce-willis/,Japanese Scientists Find 89% Of Bald Foreigners Look Like Bruce Willis,"Researchers from the University of Tokyo have released a report finding 89 per cent of bald foreigners look “pretty much indistinguishable” from US actor Bruce Willis.
Ten thousand people were surveyed for the study with most people relating follicly challenged gaijin with the hit movie series Die Hard.
“As far as we’re concerned if you are white and bald you are Bruce Willis,” says University of Tokyo professor Tokuto Suzuki.
The study found that balding gaijin are often called upon to assist in emergency situations such as terror threats or armed robberies.
The Christmas season can be especially daunting for younger balding foreigners with the original Die Hard being broadcast annually in the festive season.
“There’s nothing that encapsulates the spirit of Christmas more than Bruce Willis and a box of KFC chicken,” says 18-year-old local Yumi Tanaka.
“Yippee ki-yay, motherf***er!”
Answers from the remaining 11 per cent surveyed were evenly split between Vin Diesel and Charlie Brown.
[
]








"
「超くそ暑いね」今年最高回数を突破,"関東地方で「超くそ暑いね」の発言回数が今年最高を記録した。
午前10時26分に「超くそ暑いね」の平均発言回数が7回を超えた。
「超くそ暑いね」現象は「暑いね」現象にも似ており、「超くそ暑いね」という発言が自然と口から出てくることを指す。
在日歴6年のピーター・ゴダードさんは、エアコンが自動的にお掃除運転になり「超くそ暑いね」とつぶやいた。
「超くそ暑いね」現象はこの先数日間続く見込み。
翻訳: Yuki

写: 
[
]",https://www.therisingwasabi.com/japan-reaches-cho-frickin-atsui-ne-yearly-peak-jp/,https://www.therisingwasabi.com/japan-reaches-cho-frickin-atsui-ne-yearly-peak/,Japan Reaches “Cho Frickin’ Atsui Ne” Yearly Peak,"The number of “cho frickin’ atsui ne”s articulated by foreigners today reached a year high peak in the Kanto region.
The average number of “cho frickin’ atsui ne”s per gaijin today reached above seven at 10:26 a.m.
The “Cho frickin’ atsui ne” phenomenon is a more extreme form of the “
” phenomenon where people will blurt “Cho frickin’ atsui ne” out of their mouths without even thinking.
“Cho frickin’ atsui ne,” 6-years-a-gaijin Peter Goddard mumbled to himself after his air-conditioner automatically changed itself to cleaning mode.
“Cho frickin’ atsui ne”s are expected to reach similar levels for the next few days.
Image: 
[
]"
